Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
Build Your jQuery Projects from Scratch ,JobboJ Courses,Your full guide to learn jQuery without experience to improve your skills and realizing all your projects with easy ,4.2,17,2.0,21,All Levels
Android Jetpack Architecture Components,Packt Publishing,Utilize Android Jetpack Architecture components to make your Android application development flexible and maintainable,3.8,17,3.0,33,Beginner
Heroku for PHP,Chris Worfolk,Don t get left behind by the cloud hosting revolution,4.5,17,1.0,38,Beginner
Image Processing Masterclass in Python For Beginners In 2021,Emenwa Global  Zoolord Academy,Learn basic Python image processing techniques and also build your Python skill with complete projects in Python 3,4.4,17,2.0,17,All Levels
Data Driven Testing in Selenium,Packt Publishing,Build your own data driven automation testing framework for web and mobile with Selenium WebDriver  Java  and TestNg,4.0,17,2.0,22,Intermediate
Containers and Kubernetes Cilium N W PolicyPlusSpinnaker Delivery,Indra Programmer,Cilium brings API aware network security filteringandSpinnaker is an open source  multicloud continuous delivery platform ,2.6,17,6.0,48,All Levels
Python  Python Programming for Artificial Intelligence 1,DATAI TEAM  Datai Team Academy,Learn Python like a Pro  Start with basics to learn Data Science  Machine Learning and Artificial Intelligence    2020 ,3.7,17,8.5,73,Beginner
Image Processing Masterclass in Python For Beginners In 2021,Emenwa Global  Zoolord Academy,Learn basic Python image processing techniques and also build your Python skill with complete projects in Python 3,4.4,17,2.0,17,All Levels
 NET Programming for Beginners   Windows Forms with CHash,Artemakis Artemiou,Get started with  NET CHash Windows Forms  WinForms  Programming in Visual Studio using the CHash Language,4.2,17,3.5,33,Beginner
Exploring Alexa Voice Services and Alexa Gadgets,Venkatesh Varadachari  Kumara Vaishnavi,Make voice enabled devices and fun filled Gadgets,4.9,17,3.0,23,Expert
Python and CHash for beginners  Create 12 Projects,Bluelime Learning Solutions,Learn Python and CHash by building 12 projects,3.9,17,9.5,89,Beginner
Go Lang for Tourists glft   golang,Verrol Adams,An introductory course,4.5,17,18.0,68,Beginner
Data Structures in CPlusPlus,Nisha Kiran,Learn and master the popular data structures in CPlusPlus,2.2,17,42.0,28,All Levels
Monorepos   A Beginner s Guide,Robert Donnelly,Start building your projects with Monorepos today,4.3,17,43.0,20,Beginner
CHash with WinForms and SQL Create Database Driven Desktop App,Pavol Almasi,Learn how to program mid size project with Create  Read  Update and Delete functionality with CHash  Windows Forms  and SQL,4.5,17,3.0,38,Beginner
Build a HTML5 Business Web Application,Krista Hildner  Phil Cowcill,Create a number of unique features that can be applied to a number of web applications for business ,4.3,17,2.5,30,All Levels
Learn iPad Development and Advanced iOS Programming,Eduonix Learning Solutions  Eduonix Tech  ,Master advance iOS concepts like OpenGLES  GCD  Motion Sensors and Animation,4.4,17,7.0,46,Intermediate
The Basics of Blockchain and HyperLedger Fabric,Raouf Nabi,Get the Fundamentals,4.2,17,1.5,11,Intermediate
Make Your Own iPhone Game in One Day Without Coding   iOS 7,Yohann Taieb,A step by step guide on How to make a pinball game by yourself  in one day  publish it in the app store and make money ,4.1,17,1.5,25,All Levels
Learn HTML5  CSS and JavaScript Basics from Scratch,Richard Sneyd,Everything You Need to Know to Start Creating your own Websites  Web Apps and Games with HTML5  JavaScript and CSS,4.4,17,4.0,29,All Levels
Querying Microsoft SQL Server For Beginners,Bluelime Learning Solutions,Learn how to talk to SQL Server Databases to get information,4.1,17,2.0,20,Beginner
Smart Websites Design Building and Development Course 2020,Glory Omoye,The Complete All In One Website Development Course using WordPress  Magento  Joomla and Drupal from Beginner to Advanced ,4.3,17,33.0,202,All Levels
Python 1100  Professional Programming for Beginners,Randall Nagy,Requirements  Designs  Keywords  Functions  and Object Types,3.4,17,5.5,67,Beginner
Android Complete Reference,Sunil Joseph,Learn Android Programming from Scratch,4.5,17,25.5,102,All Levels
Android App Components  Fragments and Background Services,Packt Publishing,Master flexible UIs and build powerful background capabilities into Android apps  monitor your data streams and take action,3.3,17,6.0,66,Beginner
React and Serverless   Fullstack Web Development,James Quick,Learn how to build real world applications with React and Serverless,4.6,17,6.5,47,Beginner
Building Applications Using Java and NetBeans,Bluelime Learning Solutions,Create and Deploy  Applications From Scratch Using Java and NetBeans,3.1,17,2.0,17,Beginner
React and Redux  Learn By Building Real World Projects  13H ,Eduonix Learning Solutions  Eduonix Tech    Joshua Evans,Complete React and Redux with hands on app development,4.2,17,13.0,58,All Levels
Automated API Tests using Artificial Intelligence AI,Sujal Patel,Learn how to use Artificial Intelligence to convert your Web UI tests into Automated API Tests  REST API ,3.4,17,1.0,21,Beginner
Create a Social Media  Community Website in WordPress,Sridhar Iyer,Learn to create a professional social media   community website using Premium Plugins and themes provided for free,4.7,17,3.0,22,All Levels
API Development with Postman,Dave Eichner,Learn API Development with Postman,3.4,17,1.5,20,All Levels
Create the Best Discord Bot with Node js,Adam Foster,Master the Discord API  and create robust and dynamic Discord bots with Node js ,4.4,17,13.0,63,All Levels
Writing Maintainable Unit Tests,Jan Van Ryswyck,Master the art of loosely coupled unit tests,4.4,17,3.0,41,Intermediate
Python Programming  An Expert Guide on Python,Insculpt Technologies,Learn Python while Building Projects,3.6,17,9.5,54,All Levels
Introduction to Machine Learning with Case Study in Python,Data Science Anywhere Team,Understand concepts of least square regression and Hypothesis testing to our model like t test  ANOVA  F test  R square,3.6,17,1.0,14,Beginner
Introduction to Python for Data Science 2019,Phikolomzi Gugwana,Applying Python Variables  Lists  NumPy  Pandas and Matplotlib to Data Science on Jupyter Notebook,3.8,17,41.0,16,Beginner
Object  Recognition with Deep Learning using OpenCV and CHash,F  Frank Ozz,Building Object Detection and Classification Applications using Computer Vision  Deep Learning  OpenCV and CHash,3.9,17,1.5,11,All Levels
Create a 2048 Android Game Clone from Scratch,Catalin Stefan,Build and monetise your 2048 game for Android,4.5,17,5.0,22,All Levels
Create the Best Discord Bot with Node js,Adam Foster,Master the Discord API  and create robust and dynamic Discord bots with Node js ,4.4,17,13.0,63,All Levels
Introduction to Python for Data Science 2019,Phikolomzi Gugwana,Applying Python Variables  Lists  NumPy  Pandas and Matplotlib to Data Science on Jupyter Notebook,3.8,17,41.0,16,Beginner
End to End Serverless Development using AWS Lambda,Packt Publishing,Build  secure  and manage cost effective and highly scalable serverless applications using AWS Lambda,4.1,17,8.5,107,Beginner
Sql Interview question and Answer,Narendra Tripathi,SQL Top most common interview question and answer,3.9,17,3.0,17,All Levels
Mastering ASP NET Core MVC 3 1 and 5 0 From Scratch Using CHash,Kameswara Sarma Uppuluri,Learn How to build Modern Web Application using ASP NET Core MVC   Step By Step,4.4,17,20.0,138,All Levels
Introduction to Machine Learning with Case Study in Python,Data Science Anywhere Team,Understand concepts of least square regression and Hypothesis testing to our model like t test  ANOVA  F test  R square,3.6,17,1.0,14,Beginner
MongoDB Fundamentals For Developers Learn By Exercises,Emre  avkl ,Learn today s the most popular NoSQL database MongoDB by practice ,3.4,17,3.0,22,All Levels
Java for Selenium,Agile Testing Alliance Org,The basic course needed to start automation in Selenium WebDriver using Java,4.0,17,1.5,19,Beginner
Create full featured Landing Page in Ruby on Rails in 3 hour,Sulman Baig,Deploy for free your first live web page with ability of subscription to newsletters and sending mails to site admin ,3.0,17,3.0,23,All Levels
Neo4J  Cypher Essential Training,mohammed abdul baseer,Gain confidence on Cypher  Profile Query  Data integrity  Bulk Import  SDN  Spring Data for Neo4j  Cypher Clause GraphDB,4.3,17,4.5,70,Beginner
Learning Path  Java  Big Data Analysis with Java,Packt Publishing,Handle big data and perform visualization techniques to gain deeper insights of your data,3.9,17,7.0,93,Beginner
Modern CPlusPlus development with bazel  googletest and googlemock,Balaji Ambresh Rajkumar,Learning to write testable code using a modern build system   bazel,3.8,17,2.0,16,Beginner
Getting Started with CPlusPlus,Andrew Mehri,The basics of variables and memory,4.6,17,2.0,6,Beginner
React and its Ecosystem   A Complete Beginner s Guide,Vishwas Gopinath,Learn React js from scratch  Get a deep understanding of the fundamentals  advanced topics  hooks  redux and more ,4.9,17,21.5,184,Beginner
Suspendee Networking with GameMaker Studio,Suspendee Studios,Make Multiplayer Games In GameMaker Studio,3.7,17,2.0,17,Intermediate
Learning Java using JShell,Christoph Tornau,Covers variables  operators  conditional statements like loops and methods,4.5,17,3.0,40,Beginner
Learn Node JS   From 0 to Hero Pro,Dream Academy,Learn Node JS Just in 2 hours  Fast and Efficient   From total beginner to back end developer ,2.8,17,1.5,18,All Levels
WAMP Plus MySql    Awesome ,Rico Rodriguez,I teach you how to install WAMP and MySQL  and I show you how to use these 2 tools together to create a Really cool DB ,4.3,17,3.0,46,All Levels
Build personal website and make it live on internet,Eldor Togaymurotov,Real world website development from scratch to deployment with domain name,3.7,17,3.5,24,All Levels
Make Your first Android App in 60 minutes FLAT with NO code,Omar Elbaga,Impress your friends and make your first Animal Sounds Android App with Zero prior experience in code,4.2,17,1.0,17,All Levels
Laravel RESTful APIs Advanced  Docker  Redis  Stripe,Antonio Papa,Laravel 7  Docker  Redis  Stripe  Laravel Passport  Authentication and Authorisation  Events and Listeners,4.8,17,5.5,58,All Levels
Xamarin iOS Uber Clone App with CHash and Firebase 2020,Ufinix Academy,Learn advanced Xamarin iOS concepts by building a fully complete and functional Uber Clone app using Firebase with CHash,4.2,17,13.5,91,All Levels
Prepare JAVA in 2 hours,DevPLUS Technologies,Let us help you nail that dream job of yours ,4.0,16,2.0,11,Intermediate
JavaScript in Action 3 useful code components,Laurence Svekis,Apply JavaScript to build applications and useful code snippets Modal  Image carousel  Star Rating component JavaScript,4.4,16,1.5,37,All Levels
Mastery in Java Web Services in less than 3 hours  ,Arun Ammasai,Learn how to create a RESTful web service in Springboot and Jersey with CRUD operations on it with Postman testing ,3.1,16,2.5,19,All Levels
Facebook instant games A To Z,Mr Hammar,Be able to build games compatible for Facebook Messenger using unity 3D,3.6,16,2.5,14,All Levels
Object Oriented Programming Fundamentals,Sandip Bhattacharya,Learn Object Oriented Programming Concepts easily,3.4,16,37.0,11,Beginner
MCSA 70 761 Querying Data with Transact SQL,TechNet Consultancy,A Detailed  practical course designed to help you pass the Microsoft SQL 2016  70 761  exam ,2.9,16,43.0,10,Beginner
Modern WordPress Plugin Design Course   Cut and Paste examples,John Drinkwater,Follow along a series of WordPress Plugins that you can then further develop and sell  Full code and explainations,4.3,16,8.5,75,All Levels
BPMN Process Modelling for Business Analysts,Dave Murphy,Best practices for process modeling and analysis using BPMN 2 0,4.2,16,3.0,39,All Levels
How to create a CRUD Application with Python and Oracle,Bluelime Learning Solutions,Create a Python Application to  interact with Oracle Server Database,4.4,16,2.0,22,Beginner
Complete Enterprise GIS Build Web Mapping App from Scratch,Hani Draidi,Learn How to Build a complete Web Mapping Application using QGIS  PostgreSQL PostGIS  Geoserver  and Openlayrs,4.4,17,4.0,29,All Levels
Facebook instant games A To Z,Mr Hammar,Be able to build games compatible for Facebook Messenger using unity 3D,3.6,16,2.5,14,All Levels
Build your online shopping website  App and connect them,Hackademy  ,Build a responsive WordPress website with tons of features and a App that fetches the site data using Ionic framework,4.2,16,4.5,69,Intermediate
Twitter API JavaScript Node Exercise,Laurence Svekis,Explore the Twitter Developer API connect from your local machine   Use AJAX JavaScript and Node to setup twitter search,4.6,16,1.0,13,Beginner
Fundamentals of Meteor js,SmarterThings Tech,Learn the core concepts of Meteor JS,3.1,16,4.0,27,All Levels
Professional Node js,Packt Publishing,Build highly scalable  single language applications that share code between the server and client,2.9,16,4.5,55,Expert
Lazy Trading Part 6  Detect Market status with AI,Vladimir Zhbanko  Miguel Ferraz,Learn to use Supervised Deep Learning modelling to detect patterns of Financial Assets,4.6,16,3.5,56,Intermediate
Learn Spark and Hadoop Overnight on GCP,CS PRO,Learn Hands on by Building Your Own System on Spark and Hadoop,3.8,16,3.5,41,Intermediate
CPlusPlus  1st program to expert programmer,Igneus Technologies,Comprehensive CPlusPlus  Mobile optimized  video training with examples,4.5,16,5.0,59,All Levels
The basic beginners guide on JavaScript 2020,Tarun Srivastava,This course on JavaScript is an intermediate level course consisting of all that you should need to know ,3.7,16,7.5,130,All Levels
Programming in c,Sonia garg,C Language,4.4,16,2.5,13,All Levels
Understanding pyTorch for beginners,Dan We,Develop an understanding in pyTorch step by step   pyTorch for beginners,4.1,16,2.0,20,Beginner
Blender 2 8   The Ultimate Guide to 3D Modelling,Team Augmeticc,Learn the Ins and Outs of Blender in Under 3 Hours,4.2,16,3.0,21,Beginner
Unreal Engine 4   Multiplayer Team Based FPS In Blueprints,John Galt,Creating A Unreal Engine 4 Team Based FPS With Several Game Modes From Ground Zero In 100  Blueprint Scripting,4.9,16,44.0,40,All Levels
Swift  Learn how to master Properties in just one hour,Icaro Lavrador,Swift properties is tricky  therefore  it is very important to have a solid understanding of Properties to master Swift,4.4,16,1.0,9,All Levels
Learn USSD application development in PHP and MySQL2021,Alex Mureithi Njagi,Gain more knowledge in USSD application development from scratch in PHP and MySQL  The complete guide ,5.0,16,4.5,18,Beginner
GuardStores Script Like Amazon Laravel 8 and Voyager admin,MillionCourses Learning Solutions,In this course we will Learn FrameWork Laravel 8 From the beginning to the end We will work with it using Voyager   ,3.5,16,12.5,105,Beginner
Understanding pyTorch for beginners,Dan We,Develop an understanding in pyTorch step by step   pyTorch for beginners,4.1,16,2.0,20,Beginner
Programming in c,Sonia garg,C Language,4.4,16,2.5,13,All Levels
The basic beginners guide on JavaScript 2020,Tarun Srivastava,This course on JavaScript is an intermediate level course consisting of all that you should need to know ,3.7,16,7.5,130,All Levels
SQL Server the Fun Way  Architect a Movie Theater,William Belisle,Datatypes  table structures  and best practices presented in a fun  relateable way,4.3,16,1.5,20,Beginner
Golang  Learn Go Programming Language,Miyuki Takao,Learn the Fundamentals of The Go Programming Language,4.3,16,1.5,23,All Levels
Game  AR  VR development on AWS,Harshit Srivastava,Developing and Hosting Game  AR  and VR Applications on Amazon web services,4.1,16,1.0,9,All Levels
Git   Step by Step Guide,Basar Buyukkahraman,Learn the most popular version control system  Git  by working on cheat sheet project and publishing it on Github,4.6,16,5.0,41,Beginner
Performance Testing from A to Z,Alexandru Stoenescu,A complete guide to implementing Performance Testing and Performance Engineering,3.2,16,8.5,17,All Levels
Starting with Angular 7,Stone River eLearning,Cutting edge of Angular technology,4.0,16,3.5,47,All Levels
Getting Started with Informatica,Packt Publishing,Get up and running with Informatica   one of the most sought after data warehousing tools in the market,4.5,16,1.5,22,Beginner
Statistical Modeling for Data science,TechNet Consultancy,Become a master of  Core Stats For A Data Science Career  Master Statistical modeling and Many More,3.7,16,1.0,17,All Levels
UITableView Swift course for iOS Developers   Swift 5,Alexander Adelmaer,Learn how to create and configure UITableViews in iOS Apps using Xcode 10 and Swift 5  Improve TableView knowledge ,4.2,16,4.5,32,Beginner
LUA Programming Course  A Path to your career in LUA,Elementary Learners,Start your Career in Game Programming with Lua with this course  A beginner to professional guide to LUA Programming,3.4,16,3.5,37,All Levels
Create Instagram Masks  Spark AR Essentials,Farid Shukurov,Learn the official software from Facebook for Additional Reality Effects,3.9,16,1.0,10,Beginner
Sprint the Data Science Interview,Muni Kumar Gopu V R,Kick Start your Data Science Interview Preparation,3.9,16,1.0,66,Intermediate
Create simple HTML5 Canvas Game with JavaScript Pong Game,Laurence Svekis,Create an HTML5 Game from scratch using JavaScript to draw on canvas apply animations and interaction with keyboard,4.3,16,1.5,18,All Levels
Mig Mig Web Animation With  HTML  CSS  Javascript,Shirin Moshtagh,Learn GSAP Tricks to Make Web Animation  in Web Development,3.9,16,1.0,9,All Levels
Hacking with Swift 2   Games and Technique projects,Stephen DeStefano,5 Really Cool SpriteKit games and 4 technique projects,4.6,16,8.0,58,Intermediate
MySQL Made Simple  For Beginners,Bluelime Learning Solutions,Learn How to use MySQL which a popular open source database to write queries  to perform basic database tasks,4.0,16,2.0,14,Beginner
Learn and Prepare for UI5 and Fiori  Interviews,UI5 Community Network,Learn about UI5 and Fiori  Technical Questions  Positions  Salary  Negotiation and Resume Building,3.7,16,4.5,33,Intermediate
Mastering Unity VR Games ,John Bura  Mammoth Interactive,Go from Beginner to Expert  Create many games from scratch in Unity    and VR ,4.1,16,162.5,575,All Levels
                            weebly,ahmed moniem,                                                                   ,4.3,16,36.0,8,Beginner
Agile Scrum practical guide with your virtual team,Diana Vainshtein,Master Agile Scrum going through the project journey with you virtual team  from product idea inception to release,3.7,16,2.0,28,All Levels
Google s Go Golang Programming Language   Beginners Guide,Nataraja Gootooru,Everything you need to learn in Go  Golang  programming language  Point to point based explanation with simple examples ,4.9,16,9.5,107,Beginner
Learn to Write Functional Javascript,Packt Publishing,Learn the concepts required to be a functional programmer and to write functional web apps using modern JavaScript,3.9,16,4.0,17,Intermediate
Laravel Foundations  Basics to Every App,Packt Publishing,Build basic applications with Laravel,4.4,16,5.5,29,Intermediate
WordPress   2020   Build Websites without Any Coding Skills,Jasmeet Singh,The Simplest method to Design and Develop Websites,4.6,16,4.0,36,Beginner
Create a Photo Sharing iOS app with Firebase and Swift 4,Jairo Bambang Oetomo,An advanced course from intermediate to expert,4.1,16,12.0,23,Expert
How to make a Shooting game Make a Complete game in Unity,Adee Az,Make a Complete game in Unity,3.1,16,2.0,13,Beginner
Fundamentals of Apache Flink,Packt Publishing,Use Apache Flink and its ecosystem to process real time big data,3.6,16,3.0,21,Beginner
An Introduction to CHash with Visual Studio Community 2019,A O,An Introduction to CHash That is Not Overly Simplified,4.2,16,8.0,77,Beginner
Real time Communication using Socket IO and Angular 9 x,Pravinkumar Dabade,Learn how to use Socket IO library for RTC with Angular 9 x Client applications,3.8,16,6.0,49,Intermediate
Sell Courses On Your Own Website   No Coding Required ,Cameron Wills,Cut out the middle man and keep all of the profits  Sell courses at any price on your own website built with Drupal ,4.0,16,1.0,21,All Levels
Python 2000  Beyond The Basics,Randall Nagy,Secrets of the Pythonic Masters,4.1,16,4.0,62,Intermediate
Learning Path  Unreal Engine  Master Game Development,Packt Publishing,Become proficient at game development using Unreal Engine with this Learning Path,4.2,16,10.0,58,Expert
Web Scraping in Python With BeautifulSoup and Selenium 2021,Christopher Zita,The most up to date and project based Web Scraping course in Python using BeautifulSoup and Selenium ,4.5,16,9.5,73,All Levels
Creating a Password Manager in FileMaker,John Mark Osborne,Organize your passwords while learning FileMaker,4.6,16,4.5,43,Beginner
Deep Convolutional Generative Adversarial Networks DCGAN,Academy of Computing   Artificial Intelligence  Ihan Lelwala,Learn to create Generative Adversarial Networks   GAN  and  Deep Convolutional Generative Adversarial Networks  DCGAN ,3.7,16,2.5,17,Intermediate
Intermediate Coders  Use JavaScript to Make Web Apps and Art,Mammoth Interactive  John Bura,Learn SVG  JSX  JavaScript  React Router  ES6  webpack  CSS  Redux  refactoring and more in this epic web development ,4.2,16,24.5,226,Intermediate
What s New in Bootstrap 4,Matt Greene,Learn what changes and new features are coming in the Bootstrap 4 responsive framework and be able to use them yourself ,4.4,16,37.0,20,All Levels
Learn to Make a Website in 7 Days  30 mins per day ,Gagan Luthra,Even if you have no Technical Backgroud whatsoever  All we need is your enthusiam to learn ,5.0,16,3.0,30,Beginner
Build Real Time Web Chat App with React and Firebase Firestore,Coding Cafe,Create Full Stack Chat Application with Firestore ReactJs and Semantic UI React js   Facebook Messenger  WhatsApp Chat App,3.0,16,6.5,17,All Levels
Matplotlib for Data Visualization with Python 2021 Edition,The Click Reader,Turn your data into amazing data visualizations using Matplotlib in Python ,4.3,16,1.0,7,All Levels
Build  Modify  Upload and Sell iMessage Sticker Packs ,Paul Roozekrans,Without coding  we are going to Build  Publish  Manage and Sell an iOS Sticker Pack ,4.6,16,1.5,17,Beginner
Beginning Data Structures and Algorithms in CHash,Packt Publishing,Explore the possibilities of CHash for developing a variety of applications,3.9,16,3.0,23,Intermediate
Create a Rail Shooter Game with Unity,Romi Fauzi,Create your own Rail Shooter Light Gun game with Unity,4.6,16,9.0,48,Intermediate
Crack Pandas and NumPy  Python Data Science Made Easy,Mammoth Interactive  John Bura,Take this essential course on programming in the Internet s most popular programming language  Beginner friendly ,3.8,16,26.5,71,Beginner
Master your Basic CPlusPlus skills by making a voting system,Umair Khan,Sharpen your CPlusPlus Skills and move it to the next level,4.4,16,2.0,15,Beginner
Build Your Own Membership Website With Joomla,Mathew Tamin,Use Joomla to build a powerful membership website  You can also integrate it with non Joomla websites  Amazing Features ,3.7,16,1.5,24,All Levels
Mastering in Visualization with R programming,Elementary Learners,Graphs with R analytic tool,3.8,16,3.5,92,All Levels
CPlusPlus Programming Bootcamp   Learn Complete CPlusPlus  From 0 to 100,Piroz Amin,Start Your Coding Journey by Learning CPlusPlus Programming Language  From  Basic To Advance Level,4.4,16,9.0,105,All Levels
Build Games with Unreal Engine  Unity  and Blender ,Mammoth Interactive  John Bura,Create Multiple Games with Unreal  And make a Big Ninja survival game with Unity  and Blender ,4.4,16,101.5,422,All Levels
Version Control with Git  Step by Step Tutorial   3 in 1,Packt Publishing,Manage your projects with the aid of hands on exercises that make Git version control easy for you ,4.2,16,7.5,84,Intermediate
SQL Basics 2 Hour Crash Course,Webucator Training,Learn SQL in this 2 hour crash course  Get hands on practice with a Microsoft Certified Trainer ,4.5,16,2.5,55,All Levels
Android  Build a Youtube Listing App Using Kotlin and Parse,Mohamed Belhassen,Build a Youtube video listing mobile application empowered by a Reliable cloud back end from scratch and step by step,4.6,16,3.5,27,Beginner
Learn  how to build bulk SQL queries using Excel,Bluelime Learning Solutions,How to use excel to build bulk SQL Queries,3.3,16,2.0,23,Beginner
Game Math and Physics Basics in 2D,A O,Learn Useful Computer Game Math,4.0,16,8.0,79,Beginner
CPlusPlus in Detail  Exceptions,Andrii Shostatskyi,All about exceptions handling in CPlusPlus,4.1,16,4.0,35,All Levels
Building and Deploying Java EE Microservices on the Cloud,Packt Publishing,Use Payara Micro and Microprofile to build your application  AWS and Azure to deploy it,3.1,16,1.0,24,Intermediate
Mastering ASP NET 4 Using CHash   Part 2,Kameswara Sarma Uppuluri,Explore ASP NET Data Web Controls   Step By Step,4.3,16,10.5,81,Intermediate
Iterators in Functional Programming with Python,Packt Publishing,Get a thorough understanding of iterators  a crucial part of every Python programmer s toolbox  to solve many real world,4.6,16,3.0,28,Intermediate
Learn Machine Learning Maths Behind,CS PRO,Learn and Implement Your Own Custom Machine Learning Algorithm on Top of SAP  s HANA  In Memory System,3.9,16,3.5,31,Intermediate
NativeScript with Angular code sharing,Krystian Czekalski,One project that will build mobile apps on Android and iOS and web Angular app,4.0,16,3.5,24,Beginner
Learning the JS basic concepts   JS the beginners guide,Tarun Srivastava,Deep dive into the insights of JavaScript Events  Event handlers in full detail,4.4,16,3.5,50,All Levels
SQL Server DBA 2017   Beginners to Moderate Level   A Guide,Rakesh Jain,SQL Server DBA,3.5,16,6.5,24,Beginner
Angular and ASP Net Core Integration,David Donovan,Tips and Tricks to Integrate Angular and ASP Net Core,3.5,16,1.5,30,Intermediate
Learning the JS basic concepts   JS the beginners guide,Tarun Srivastava,Deep dive into the insights of JavaScript Events  Event handlers in full detail,4.4,16,3.5,50,All Levels
The Ultimate SQL Bootcamp  2021,Emin Yardim,Do you want to learn a skill that can help you extra income  per year  If so  then this course is for you ,4.1,16,1.0,54,All Levels
Learn AJAX with PHP   3 Awesome Projects   Basic to Advanced,Vivek Vengala,You will Learn Ajax from scratch and able to Build these 3 projects  Country State  Search Suggestion  CRUD Application ,3.5,16,3.0,37,All Levels
The Complete Unity AI Course ,Mammoth Interactive  John Bura,The Ultimate Unity AI Course  Learn the best Techniques for Unity Development ,3.9,16,92.5,355,All Levels
Android Development Course Build TopNote App Using Firebase,Yazdani Chowdhury,Build Complete Android App With Firebase Database  Learn How To Develop Complex Android App  Become Master With Firebase,4.2,16,3.0,13,All Levels
Unity Game Tutorial  Whack A Mole 3D,Octo Man,In this Unity Course i will teach you how to create Whack A Mole 3D Game from scratch ,4.0,16,4.5,37,Beginner
Javascript,Learnit Anytime,Javascript is an open source scripting language used to enhance user interfaces and dynamic websites ,4.2,16,5.0,38,Expert
Microsoft Access SQL  SQL from Absolute Beginners To Expert,Sandeep Kumar,SQL Using Microsoft Access 2019 but applicable to MySQL  Oracle SQL  Microsoft SQL Server  PostgreSQL  SQLite and DB2,4.8,16,6.0,95,All Levels
Software Testing   Freelance  Crowd sourced and Bug Bounties,Bryn Scully,18 amazing work from home job Ideas doing software testing,4.7,16,2.5,26,All Levels
Build a data driven website with no PHP ,Robin Aletras,Create a database and build a data driven website without coding using Dreamweaver and phpMyAdmin ,3.3,16,1.0,8,All Levels
Mastering Java Object Oriented Programming,Sera Nguyen,A complete and easy guide to Java Object Oriented Programming ,3.6,16,2.0,24,All Levels
ASP NET MVC Crash Course  2020   Hands on ASP NET MVC,Apex Education,Learn web development with ASP NET MVC fast with practical and in depth utilization of MVC like a pro and Much more,3.6,16,2.0,8,All Levels
Coding Challenge in C Programming,Md  A  Barik,Get to solve coding challenge in C Programming Let s elaborate your problem solving skill as well as C programming skill,4.4,16,2.0,57,Beginner
Building Your First Application with Go,Packt Publishing,Get practical experience and learn basic skills while developing an application with Google Go,3.3,16,3.0,40,All Levels
A Complete Natural Language Processing Beginner Masterclass ,Nidia Sahjara,Learn Core NLP Theory  Projects  Sentiment Analysis  Fake News Detector  Topic Models  LSTMs  Speech Recognition and More ,4.8,17,11.5,95,Beginner
Building Your First Application with Go,Packt Publishing,Get practical experience and learn basic skills while developing an application with Google Go,3.3,16,3.0,40,All Levels
Coding Challenge in C Programming,Md  A  Barik,Get to solve coding challenge in C Programming Let s elaborate your problem solving skill as well as C programming skill,4.4,16,2.0,57,Beginner
Mastering Java Object Oriented Programming,Sera Nguyen,A complete and easy guide to Java Object Oriented Programming ,3.6,16,2.0,24,All Levels
Build a data driven website with no PHP ,Robin Aletras,Create a database and build a data driven website without coding using Dreamweaver and phpMyAdmin ,3.3,16,1.0,8,All Levels
REST API  Design  Test  Scale and Deploy,Manish Verma,How to plan  design  build  deploy and scale REST APIs in AWS   Spring Boot  Python  AWS  Swagger  Postman ,3.4,16,5.0,20,Intermediate
Scala for Spark   The Most Important Parts,Todd McGrath,Learn the most important parts of Scala for Apache Spark development,3.2,16,2.5,14,Beginner
Java TTS and STT   text to speech and speech to text course,Dario Ben i ,Working on projects regarding TTS and STT and also programming your multi threaded mp3 player,3.6,16,3.0,21,Intermediate
Build a Chrome extension like Honey,Rusty Zone,Learn how to build the next billion dollar Chrome Extension,3.9,16,2.0,22,Beginner
Introduction to Django for beginners,Bluelime Learning Solutions,Build practical useful projects,4.1,16,7.0,77,Beginner
AWS Certified DevOps Engineer Exam  Guide,Harshit Srivastava,All you need to master this certification exam in 2020,3.4,16,6.0,65,All Levels
Local SQLite Database with Node for beginners,Laurence Svekis,Explore how to apply NodeJS to make your web content come to life   explore how to create a local database,4.1,16,1.0,26,Beginner
Coding for beginners with Python,Digital Learning Academy,Learn programming basics,3.9,16,5.5,61,Beginner
Beginner s guide to Redis 5,Balaji Ambresh Rajkumar,Learn redis from the absolute basics all the way to setting up your own cluster ,3.6,16,7.0,93,All Levels
Building a Pac Man Arcade Style Game In Unity,Robert Gioia,Use Unity and CHash to Create a Classic Pac Man Arcade Style Video Game Complete with AI  Power Ups  and Animations ,4.4,16,2.5,37,Beginner
Transaction  Isolation Levels and In Memory OLTP in T SQL,Vikas Munjal,Microsoft SQL Server Transact SQL Advanced Query and Developer Course  helpful in Microsoft Certification Exam 70 762,4.4,16,4.0,33,Intermediate
R Crash Course   Learn R programming in 2 hours  R and RStudio,Kate Alison  Georg M ller,R Crash Course   a short and concise introduction to R and RStudio  R programming for the Beginners,4.8,16,2.5,31,Beginner
Android  Using Backendless to save data in the cloud,ProgramMe Programming,Learn how to add a powerful cloud database to your Android application ,4.5,16,11.5,61,Beginner
Full Stack Web Development with CHash OOP  MS SQL and ASP NET MVC,Oak Academy,Web development with CHash  ASP NET MVC  MS SQL  CHash OOP  All gathered for full stack web development in one course ,4.5,16,35.0,245,All Levels
